id,text
Vessel,"EDIFACT COARRI inconsistency for MV NORTHERN SKY/88D: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
Container Report,"Translator rejected EDIFACT COARRI for OOLU7037967: segment count mismatch, sequence skipped 018→019→021. Missing public milestone though warehouse shows correct move. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews."
EDI/API,Unexpected qualifier 'AAA' in EQD segment from Partner-A; schema validation failed; containers in the message not reflected on the portal timeline. All numeric identifiers are randomized placeholders; no credentials stored. | Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable. | Implemented pre-ingest normalizer for qualifiers; updated partner IG notes; enabled anomaly detection for repeated segment errors exceeds threshold. Communications used masked ticket references where applicable.
Vessel,"ETA/ETB mismatch for MV OCEAN DAWN (IMO 3077052, CS-8WUCV) on voyage 43C. Berth plan shows ETB at BP01 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Tuas Port reflects older figures. Pilotage request pending; quay Q5 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
EDI/API,OAuth token rejection spikes on '/bookings/v1'. Clock skew across nodes yielded 401/403 bursts; clients observed partial responses before circuit opened. Context tokens: GSL. All numeric identifiers are randomized placeholders; no credentials stored. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable.
EDI/API,"Field mapping mismatch across systems for container ONEU1063500. Partner Partner-A posted EDIFACT COPRAR with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at PSA Pasir Panjang. Booking BK-R8GF11S0 shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. All numeric identifiers are randomized placeholders; no credentials stored. | Normalized eventTime to port timezone and added ingestion check to convert to UTC then localize. Re-sequenced milestones and republished to API/portal. Enabled alert on cross-system timestamp divergence > 30 minutes. Communications used masked ticket references where applicable. | Normalized eventTime to port timezone and added ingestion check to convert to UTC then localize. Re-sequenced milestones and republished to API/portal. Enabled alert on cross-system timestamp divergence > 30 minutes. Communications used masked ticket references where applicable."
Container Report,"Gate OCR misread ID for MAEU5124451, lane hold triggered. Seal S1857-2XC verified; mismatch with manifest delayed dispatch. Queue built at lane 3 in Pasir Panjang Terminal 2. | Escalate to Container Product Team | Escalate to Container Product Team"
Vessel,"Schedule API intermittently returns 500 for MV SILVER CURRENT/002E; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Container Report,Duplicate EDIFACT IFTSTA received with conflicting eventTime for ONEU2633229. Later message had older timestamp; last-writer-wins regressed status. | Escalate to Container Product Team | Escalate to Container Product Team
Vessel,"EDIFACT COARRI inconsistency for MV SILVER CURRENT/002E: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
EDI/API,ANSI X12 315 duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable.
Vessel,"ETA/ETB mismatch for MV EASTERN STAR (IMO 1664179, CS-6G134) on voyage 19E. Berth plan shows ETB at BP07 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Pasir Panjang reflects older figures. Pilotage request pending; quay Q3 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
Vessel,"ETA/ETB mismatch for MV SUNRISE REEF (IMO 2281790, CS-MPJBD) on voyage 001W. Berth plan shows ETB at TU13 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Pasir Panjang reflects older figures. Pilotage request pending; quay Q5 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
